"HITId","HITTypeId","Title","Description","Keywords","Reward","CreationTime","MaxAssignments","RequesterAnnotation","AssignmentDurationInSeconds","AutoApprovalDelayInSeconds","Expiration","NumberOfSimilarHITs","LifetimeInSeconds","AssignmentId","WorkerId","AssignmentStatus","AcceptTime","SubmitTime","AutoApprovalTime","ApprovalTime","RejectionTime","RequesterFeedback","WorkTimeInSeconds","LifetimeApprovalRate","Last30DaysApprovalRate","Last7DaysApprovalRate","Input.filler","Answer.sentence1","Answer.sentence10","Answer.sentence2","Answer.sentence3","Answer.sentence4","Answer.sentence5","Answer.sentence6","Answer.sentence7","Answer.sentence8","Answer.sentence9","Approve","Reject"
"3ODOP6T3ASEOHD9EVK04JQLWM6R42B","32SAKJ4DTR1U4RYS6XQO8F524T7VDD","Create a dialog on Star Wars movies for ten sentences","Create a dialog on Star Wars movies for ten sentences","dialog, chat, movies, film, series, entertainment, arts, conversation, writing, star wars, creative, science fiction","$0.45","Thu Jun 22 00:38:06 PDT 2017","9","BatchId:2844893;OriginalHitTemplateId:920937340;","7200","259200","Thu Jun 29 00:38:06 PDT 2017","","","3C2NJ6JBKBBDP5HE3RK17JMJKJ62N2","AD014490IELW8","Submitted","Fri Jun 23 14:30:53 PDT 2017","Fri Jun 23 14:36:19 PDT 2017","Mon Jun 26 14:36:19 PDT 2017","","","","326","100% (16/16)","100% (16/16)","100% (16/16)","0","Did you know that they guy who played C3PO has been the same in all of the Star Wars movies?","That is pretty cool, a neat little bit of trivia.","I read that he was he only actor in the franchise to be in all of the movies.","His voice is pretty unique so I couldn't imagine it without him.","C3P0 and R2D2 are some of my favorite characters.  They are like the Bert and Ernie of Star Wars.","I love that they are constantly bickering with eachother.","Did you know that they make a cameo in an Indiana Jones movie?","They are also in two Star Trek movies too!","I thought that Star Trek and Star Wars had a big rivalry.","I guess, but JJ Abrams directed both of them so I guess he gets to do that.","x",""
"3ODOP6T3ASEOHD9EVK04JQLWM6R42B","32SAKJ4DTR1U4RYS6XQO8F524T7VDD","Create a dialog on Star Wars movies for ten sentences","Create a dialog on Star Wars movies for ten sentences","dialog, chat, movies, film, series, entertainment, arts, conversation, writing, star wars, creative, science fiction","$0.45","Thu Jun 22 00:38:06 PDT 2017","9","BatchId:2844893;OriginalHitTemplateId:920937340;","7200","259200","Thu Jun 29 00:38:06 PDT 2017","","","3GA6AFUKOPIA0RRM4T3TL9UF4MIH36","A1DOEF1TL3QTT3","Submitted","Sat Jun 24 19:07:51 PDT 2017","Sat Jun 24 19:09:45 PDT 2017","Tue Jun 27 19:09:45 PDT 2017","","","","114","100% (11/11)","100% (11/11)","100% (11/11)","0","Who is your favorite Star Wars Heroine","Yes she was very snarky and funny","Princess lea of course","Why is that","Because she was tough and awesome","How was she tough and awesome?","She wasn't intimidated by the bad guys she stood up to them","How did she stand up to them?","She made fun of them","So the movie is funny too?","x",""
"3ODOP6T3ASEOHD9EVK04JQLWM6R42B","32SAKJ4DTR1U4RYS6XQO8F524T7VDD","Create a dialog on Star Wars movies for ten sentences","Create a dialog on Star Wars movies for ten sentences","dialog, chat, movies, film, series, entertainment, arts, conversation, writing, star wars, creative, science fiction","$0.45","Thu Jun 22 00:38:06 PDT 2017","9","BatchId:2844893;OriginalHitTemplateId:920937340;","7200","259200","Thu Jun 29 00:38:06 PDT 2017","","","3L4PIM1GQUAO5O2DPJ8DP7SY0W6RYE","A31CIGIXSME51P","Submitted","Sat Jun 24 14:16:42 PDT 2017","Sat Jun 24 14:18:50 PDT 2017","Tue Jun 27 14:18:50 PDT 2017","","","","128","100% (20/20)","100% (20/20)","0% (0/0)","0","Did you see the first Star Wars movie?","I agree, that once was my favorite out of those three.","From the prequel trilogy?","Yeah, the Phantom Menace.","I did see that one, I liked the actor they chose for young Anakin.","Me too, he did a good job.","I was not a big fan of the animation though.","I kind of liked it, it would've been hard to do those racing scenes without animation.","That's true, I can't think of how they would've done it with older effects.","I think that movie was the best out of all the prequel movies.","x",""
"3ODOP6T3ASEOHD9EVK04JQLWM6R42B","32SAKJ4DTR1U4RYS6XQO8F524T7VDD","Create a dialog on Star Wars movies for ten sentences","Create a dialog on Star Wars movies for ten sentences","dialog, chat, movies, film, series, entertainment, arts, conversation, writing, star wars, creative, science fiction","$0.45","Thu Jun 22 00:38:06 PDT 2017","9","BatchId:2844893;OriginalHitTemplateId:920937340;","7200","259200","Thu Jun 29 00:38:06 PDT 2017","","","3LOZAJ85YE7I1ZVI5X7A5LDHMY7X2A","A21EKJDQXTDGP4","Submitted","Sat Jun 24 22:53:20 PDT 2017","Sat Jun 24 23:01:33 PDT 2017","Tue Jun 27 23:01:33 PDT 2017","","","","493","100% (19/19)","100% (19/19)","100% (19/19)","0","In Star Wars, I think Princess Leia didn't like wookies at all.","Poor Chewie. I hope that him and Rey can become great friends and adventure partners.","Why do you think that? Everyone likes wookies because they're awesome.","At the end of A New Hope, she gave a medal to Han and Luke but Chewbaca didn't get a medal. Chewbaca had a big part in destroying the Death Star but no medal.","That's true. I always wondered why Chewie didn't get a medal. He was even standing next to Han Solo and Luke Skywalker at the ceremony.","Also in The Force Awakens when Rey and Chewbaca come back after Han Solo's death, Leia gives Rey a hug but not Chewbaca.","That's interesting. Rey just met Han and didn't know him well but Chewbaca and been Han's best friend and partner for many years.","Exactly. Chewie was probably very upset over Han's death and Leia should know that but she just ignored Chewbaca and consoled Rey.","It's possible that wookies have a different culture and express grief different than humans. Maybe hugging him would not be the correct thing to do.","That still doesn't explain why he didn't get a medal in A New Hope.","x",""
"3ODOP6T3ASEOHD9EVK04JQLWM6R42B","32SAKJ4DTR1U4RYS6XQO8F524T7VDD","Create a dialog on Star Wars movies for ten sentences","Create a dialog on Star Wars movies for ten sentences","dialog, chat, movies, film, series, entertainment, arts, conversation, writing, star wars, creative, science fiction","$0.45","Thu Jun 22 00:38:06 PDT 2017","9","BatchId:2844893;OriginalHitTemplateId:920937340;","7200","259200","Thu Jun 29 00:38:06 PDT 2017","","","3MAOD8E57R4EQLKBRG5UX9GFXUNNXI","AYJGJAIY0EXW","Submitted","Sun Jun 25 10:33:15 PDT 2017","Sun Jun 25 10:36:23 PDT 2017","Wed Jun 28 10:36:23 PDT 2017","","","","188","0% (0/0)","0% (0/0)","0% (0/0)","0","How do they make a movie then come out with a prequel twenty years later?","Me too. I had a feeling all along that Darth Vader was Luke's father.","What are you talking about?","I'm talking about Star Wars.","Oh yeah, I saw the three originals.","Those are the only three I've seen.","The ones after that are supposed to tell the story of what led up to those three.","Who starts a movie or a story backwards?","They made them movies just to make money off the franchise.","I like The Empire Strikes Back, it had a lot of action with Luke and Darth Vader.","x",""
"3ODOP6T3ASEOHD9EVK04JQLWM6R42B","32SAKJ4DTR1U4RYS6XQO8F524T7VDD","Create a dialog on Star Wars movies for ten sentences","Create a dialog on Star Wars movies for ten sentences","dialog, chat, movies, film, series, entertainment, arts, conversation, writing, star wars, creative, science fiction","$0.45","Thu Jun 22 00:38:06 PDT 2017","9","BatchId:2844893;OriginalHitTemplateId:920937340;","7200","259200","Thu Jun 29 00:38:06 PDT 2017","","","3OVR4I9USQD8VG9TNXV64SEM96D4Q7","A15340BRCER2UO","Approved","Fri Jun 23 04:47:18 PDT 2017","Fri Jun 23 04:49:01 PDT 2017","Mon Jun 26 04:49:01 PDT 2017","2017-06-26 11:49:08 UTC","","","103","100% (89/89)","100% (76/76)","100% (69/69)","0","So what color lightsaber is the best?","I don't think they should be part of the storyline they were so bad.","I would have to go with green","Why do you say that?","Because it was the new one unveiled by Luke Skywalker in Return of the Jedi","Okay, but didn't they have green ones in the prequels","Yes, but that was after Return of the Jedi","I thought they were supposed to take place before","Well, they came out after the original three","But they were prequels","x",""
"3ODOP6T3ASEOHD9EVK04JQLWM6R42B","32SAKJ4DTR1U4RYS6XQO8F524T7VDD","Create a dialog on Star Wars movies for ten sentences","Create a dialog on Star Wars movies for ten sentences","dialog, chat, movies, film, series, entertainment, arts, conversation, writing, star wars, creative, science fiction","$0.45","Thu Jun 22 00:38:06 PDT 2017","9","BatchId:2844893;OriginalHitTemplateId:920937340;","7200","259200","Thu Jun 29 00:38:06 PDT 2017","","","3QAVNHZ3ENYC689X4TX1091SRBCLA2","A3ORKH5A398H9H","Submitted","Fri Jun 23 12:11:29 PDT 2017","Fri Jun 23 12:16:46 PDT 2017","Mon Jun 26 12:16:46 PDT 2017","","","","317","100% (27/27)","100% (27/27)","100% (27/27)","0","Which was the the superior set of Star Wars movies, the original or the requel trilogies?","Plus, the Phantom, Mence was a little underwhelming.","That's a hard question to answer.","What do you mean?","On one hand, the original movies are groundbreaking and innovative, while the prequels were fairly strong, but not too suprising.","I don't follow you.","I mean, when the original trilogy movies came out, each was fresh and you didn't know what was going next.","Okay, but not the same with the prequels?","Yes, because we knew where everything was going, how we got was put for grabs, but the destination ""Darth Vader, the Empire, Death Star"" was known.","okay, I see where you're coming from.","x",""
"3ODOP6T3ASEOHD9EVK04JQLWM6R42B","32SAKJ4DTR1U4RYS6XQO8F524T7VDD","Create a dialog on Star Wars movies for ten sentences","Create a dialog on Star Wars movies for ten sentences","dialog, chat, movies, film, series, entertainment, arts, conversation, writing, star wars, creative, science fiction","$0.45","Thu Jun 22 00:38:06 PDT 2017","9","BatchId:2844893;OriginalHitTemplateId:920937340;","7200","259200","Thu Jun 29 00:38:06 PDT 2017","","","3R6P78PK7L51ZCU5Z2R2IMMCJLDTGV","AO33H4GL9KZX9","Submitted","Sat Jun 24 13:58:29 PDT 2017","Sat Jun 24 14:05:29 PDT 2017","Tue Jun 27 14:05:29 PDT 2017","","","","420","100% (95/95)","100% (43/43)","100% (23/23)","0","Which is why I keep saying, they need to remake the originals.","I know what incongruity means! And no, these are NOT examples of incongruity.","Oh, God, I'm going to kill you, then I'm going unfriend you on facebook, stop following you on twitter.","You're just upset, because you know I'm right.","I'm not upset because you're right. I'm upset at the thought of redoing a part of Americana. The original trilogy is a part of the American heritage. They're not just movies. Can you remake ""It's a wonderful Life?""","I don't see why not.","Ok, I'm going to unfriend right now. You're not my friend any more. You are an enemy of the American people","Upset. I'm right. Rinse and repeat.","No!. You're NOT right!. You're wrong! The original trilogy is fine as they are!","Fine except for all the incongruities. That means being out of place, by the way.","x",""
"3UZUVSO3P7PWGJA0U8V17LBL501MEP","32SAKJ4DTR1U4RYS6XQO8F524T7VDD","Create a dialog on Star Wars movies for ten sentences","Create a dialog on Star Wars movies for ten sentences","dialog, chat, movies, film, series, entertainment, arts, conversation, writing, star wars, creative, science fiction","$0.45","Thu Jun 22 00:38:06 PDT 2017","9","BatchId:2844893;OriginalHitTemplateId:920937340;","7200","259200","Thu Jun 29 00:38:06 PDT 2017","","","34T446B1C18N2RH9ZE798KZSOID0C5","AMYYL67LDKPDA","Submitted","Sat Jun 24 08:36:20 PDT 2017","Sat Jun 24 08:40:20 PDT 2017","Tue Jun 27 08:40:20 PDT 2017","","","","240","100% (137/137)","100% (137/137)","100% (137/137)","0","Is Rey related to Luke or not?","That's a great thought and would make for an interesting roundtable discussion.","Hard to say.  I'm guessing we'll find out in the next movie.","It almost seems like she shouldn't be at this point.","So there's so much speculation she is that it might be a buzzkill to actually learn she is.","Blame the internet for that.  People share thoughts too easily.","I personally think we'll find that she isn't.","You don't think so?","The galaxy is a massive place.  Maybe she just has the force.","Or maybe everyone has the force, they just don't know how to use it.","x",""
"3UZUVSO3P7PWGJA0U8V17LBL501MEP","32SAKJ4DTR1U4RYS6XQO8F524T7VDD","Create a dialog on Star Wars movies for ten sentences","Create a dialog on Star Wars movies for ten sentences","dialog, chat, movies, film, series, entertainment, arts, conversation, writing, star wars, creative, science fiction","$0.45","Thu Jun 22 00:38:06 PDT 2017","9","BatchId:2844893;OriginalHitTemplateId:920937340;","7200","259200","Thu Jun 29 00:38:06 PDT 2017","","","39O5D9O87UMJJJG6I1PSAIXZROKC3N","A33B85TN97HQ33","Approved","Thu Jun 22 06:50:03 PDT 2017","Thu Jun 22 06:54:41 PDT 2017","Sun Jun 25 06:54:41 PDT 2017","2017-06-25 13:55:08 UTC","","","278","100% (18/18)","100% (17/17)","100% (16/16)","0","Which side would you be on in the Star Wars movies?","That's why I say they need to use old school Star Wars movies ideas.","I would be with the Rebel Alliance of course.  You?","I would too and not only that, I would have jedi skills.","I would fly the Millenium Falcon.","With Han Solo!  Hey, what do you think about the new movie about him they are making?","I hope it will be done right.  They need to use old school Star Wars stuff and not this new movie ideas.","InIIn that Star Wars Movie where he died I watched the lead girl and she,without any training at all, could fly ships and fight with light sabers.","I know! That made no sense at all!","Luke had to be trained and in real life anyone would need training.","x",""
"3UZUVSO3P7PWGJA0U8V17LBL501MEP","32SAKJ4DTR1U4RYS6XQO8F524T7VDD","Create a dialog on Star Wars movies for ten sentences","Create a dialog on Star Wars movies for ten sentences","dialog, chat, movies, film, series, entertainment, arts, conversation, writing, star wars, creative, science fiction","$0.45","Thu Jun 22 00:38:06 PDT 2017","9","BatchId:2844893;OriginalHitTemplateId:920937340;","7200","259200","Thu Jun 29 00:38:06 PDT 2017","","","3I33IC7ZWGW65MNPUNFWLD2JLDB2AO","A3FNZDZAL3KXF7","Submitted","Sat Jun 24 08:18:49 PDT 2017","Sat Jun 24 08:20:01 PDT 2017","Tue Jun 27 08:20:01 PDT 2017","","","","72","100% (1/1)","100% (1/1)","100% (1/1)","0","What is your favorite part of the Star Wars soundtrack?","As long as they create a great story around Skywalker, I think it will work.","I like Yoda and Leia's theme - overall The Empire Strikes Back music is the best.","Some people like the prequel music too - like Dual of the Fates from The Phantom Menace.","Yeah, that's great, as is the lightsaber dual with Darth Maul.","Yeah, that was a high point of the movie between Obi-wan and Qui-gon.","Indeed, I don't know if the lightsaber dual of that movie will ever be topped.","I wonder if Luke and Kylo will have a big shown down in The Last Jedi?","Possibly - or maybe they will save it for Episode IX.","I think Disney has their work cut out for them - so many people love Star Wars!","x",""
"3UZUVSO3P7PWGJA0U8V17LBL501MEP","32SAKJ4DTR1U4RYS6XQO8F524T7VDD","Create a dialog on Star Wars movies for ten sentences","Create a dialog on Star Wars movies for ten sentences","dialog, chat, movies, film, series, entertainment, arts, conversation, writing, star wars, creative, science fiction","$0.45","Thu Jun 22 00:38:06 PDT 2017","9","BatchId:2844893;OriginalHitTemplateId:920937340;","7200","259200","Thu Jun 29 00:38:06 PDT 2017","","","3J4Q2Z4UTZXK4ISDX31PZKXDT0MWQX","A27DYHT7ZQGQ34","Submitted","Fri Jun 23 09:29:21 PDT 2017","Fri Jun 23 09:32:11 PDT 2017","Mon Jun 26 09:32:11 PDT 2017","","","","170","100% (3/3)","100% (1/1)","100% (1/1)","0","Remember that scene is ""Attack of the Clones"" where Yoda went all crazy?","Go Yoda! haha","All crazy? Oh wait, yeah, that one battle scene?","Yeah, haha, when he was all flipping and jumping everything against Count Doku! That was awesome!","That was so funny. The entire series, he's all old and frail looking and then he whips out all of those cool battle moves!","I know, the entire theater was laughing so loud when that scene happened!","And then goes back to hobbling away with his cane after the battle. That was so funny!","Yeah, Yoda is really a great character. One of my favorite Jedi in the series for sure.","I wish they would have had him do more scenes like that in the other movies.","I know right, but at least we got to see it once!","x",""
