"HITId","HITTypeId","Title","Description","Keywords","Reward","CreationTime","MaxAssignments","RequesterAnnotation","AssignmentDurationInSeconds","AutoApprovalDelayInSeconds","Expiration","NumberOfSimilarHITs","LifetimeInSeconds","AssignmentId","WorkerId","AssignmentStatus","AcceptTime","SubmitTime","AutoApprovalTime","ApprovalTime","RejectionTime","RequesterFeedback","WorkTimeInSeconds","LifetimeApprovalRate","Last30DaysApprovalRate","Last7DaysApprovalRate","Input.filler","Answer.sentence1","Answer.sentence10","Answer.sentence11","Answer.sentence12","Answer.sentence13","Answer.sentence14","Answer.sentence15","Answer.sentence16","Answer.sentence17","Answer.sentence18","Answer.sentence19","Answer.sentence2","Answer.sentence20","Answer.sentence3","Answer.sentence4","Answer.sentence5","Answer.sentence6","Answer.sentence7","Answer.sentence8","Answer.sentence9","Approve","Reject"
"3Y3N5A7N4G3UMORRU97VEO31MI7YMS","32KI9HN0SI20ZHTGLEWOBR2A1PMU1O","Create a dialog on basketball for twenty sentences","Create a dialog on basketball for twenty sentences","dialog, dialogue, chat, basketball, sports","$0.50","Thu May 11 08:21:58 PDT 2017","9","BatchId:2799287;OriginalHitTemplateId:920937340;","7200","259200","Sat May 13 04:28:54 PDT 2017","","","3EICBYG645QU4XIVLMHFQPENJHQJCC","A2Z6NL0CTXY0ZB","Approved","Thu May 11 14:49:44 PDT 2017","Thu May 11 15:00:22 PDT 2017","Sun May 14 15:00:22 PDT 2017","Fri May 12 00:50:04 PDT 2017","","","638","86% (6/7)","86% (6/7)","86% (6/7)","0","Did you catch the playoff game last night?","Wall did a pretty good job for the Wizards. He was the highest scorer I think.","Yeah but it wasn't enough.","Don't forget, the Celtics did have home court advantage too.","You implying that my team can't win on the road?","You said it, not me.","We'll see. The Wizards are at home for the next game.","They have to win or at least put up a better fight than last night.","It should be interesting, but I don't expect the Wizards to pull off a win.","Do you want to bet on it?","Fifty dollars says the Celtics will wrap it up Friday night.","You mean the Celtics versus the Wizards blowout?","Deal.","Yeah, the Celts killed it.","Bradley was on fire all night. It was a good game.","They're up 3-2 now. There's noway the Wizards can come back from that.","I wouldn't count them out just yet.","You think so?","They could pull an upset and turn the series around.","I don't know. After last night's game I don't see it happening.","",""
"3Y3N5A7N4G3UMORRU97VEO31MI7YMS","32KI9HN0SI20ZHTGLEWOBR2A1PMU1O","Create a dialog on basketball for twenty sentences","Create a dialog on basketball for twenty sentences","dialog, dialogue, chat, basketball, sports","$0.50","Thu May 11 08:21:58 PDT 2017","9","BatchId:2799287;OriginalHitTemplateId:920937340;","7200","259200","Sat May 13 04:28:54 PDT 2017","","","3GLB5JMZFYPUINY8DCRNDI4QDYHDGJ","A2WWYVKGZZXBOB","Approved","Fri May 12 15:43:29 PDT 2017","Fri May 12 15:46:43 PDT 2017","Mon May 15 15:46:43 PDT 2017","Sat May 13 02:28:29 PDT 2017","","","194","100% (4/4)","100% (4/4)","100% (4/4)","0","Did you see the Cavs game?","I definitely think LeBron's choices keep him from being the icon Jordan was.","Jordan was my favorite player as a kid.","Mine too.","That stint in baseball was ill-advised, though.","I can understand wanting to try something new. He had done everything there was to do in baskeball by the time he was 30.","That's true.","I think when he returned to basketball it was more for the money than that he wanted to continue playing.","I agree. He was never quite the same when he came back.","Nothing is usually as good the second time around.","I can agree with that. Are you watching the next Bulls game?","Yeah, I did.","No, I stopped following them a while ago.","What did you think?","I was pleased with the win.","I hope they go to the playoffs this year.","That would be really great.","Do you think LeBron is better than Michael Jordan?","Maybe technically as a player, but I think Jordan was a lot more likeable.","He was a bit more down to earth than King James.","",""
"3Y3N5A7N4G3UMORRU97VEO31MI7YMS","32KI9HN0SI20ZHTGLEWOBR2A1PMU1O","Create a dialog on basketball for twenty sentences","Create a dialog on basketball for twenty sentences","dialog, dialogue, chat, basketball, sports","$0.50","Thu May 11 08:21:58 PDT 2017","9","BatchId:2799287;OriginalHitTemplateId:920937340;","7200","259200","Sat May 13 04:28:54 PDT 2017","","","3OCHAWUVGPEDIFZ8U3DE5HZAZJTXKW","A3RYTY3QHRXNIY","Approved","Thu May 11 08:37:46 PDT 2017","Thu May 11 09:24:15 PDT 2017","Sun May 14 09:24:15 PDT 2017","Thu May 11 09:37:29 PDT 2017","","","2789","100% (14/14)","100% (14/14)","100% (14/14)","0","Do you like basketball?","All of them. I have season passes. They even give out some cool stuff on different games.","That sounds cool. What have you gotten?","I got a scarf, socks, wrapping paper, and other things.","I've only been to a few games. I don't know if the Celtics do that or not","They probably do, I think all teams do it.","The atmosphere at the games is fun thought, and I love halftime","Yea it's great, we have a super Grizzlies and he does all kinds of funny stuff.","I'll have to check it out if I ever come to Memphis.","It's a great time","It sounds like it  we just have a guy in a wierd hat.","I do,  I very much enjoy watching it.  Do you?","Does he do anything cool?","I love basketball, I used to play in middle school","I never played, was it fun?","Yes, it was so much fun, I also enjoyed being part of a team.","I wish I did that.   My team is the Grizzlies.  Whose yours?","I like the Boston Celtics","They are a good team.","So are the Grizzlies.  Have you been to any of there games?","",""
"3Y3N5A7N4G3UMORRU97VEO31MI7YMS","32KI9HN0SI20ZHTGLEWOBR2A1PMU1O","Create a dialog on basketball for twenty sentences","Create a dialog on basketball for twenty sentences","dialog, dialogue, chat, basketball, sports","$0.50","Thu May 11 08:21:58 PDT 2017","9","BatchId:2799287;OriginalHitTemplateId:920937340;","7200","259200","Sat May 13 04:28:54 PDT 2017","","","3Q5ZZ9ZEVP9KLVDXF8XGNTZ0C0585T","A17LIM50IMQN7Y","Approved","Sat May 13 02:56:55 PDT 2017","Sat May 13 03:04:07 PDT 2017","Tue May 16 03:04:07 PDT 2017","Sat May 13 04:41:41 PDT 2017","","","432","100% (2/2)","100% (2/2)","100% (2/2)","0","Did you see that game between Duke and UCLA?","For sure!","I'd love to see a home game.","We should do it.","Seeing Duke play live is so exciting.","They have a great team this season.","Coach Davis is such a strong leader.","I wish the WIldcats had him when I was in school.","There's a game on tonight.","Wanna come to my place and watch it?","That'd be great! I'd love to see it.","Yeah, that was a fantastic game.","Great - I'll make nachos!","Grayson was on fire last night.","I know, he's such a powerful player.","I wish I could slam dunk like him.","He makes it look so easy!","He was hitting 3 pointers all night.","He is super talented.","That team really looks like they are outpracticing all their opponents.","",""
"3Y3N5A7N4G3UMORRU97VEO31MI7YMS","32KI9HN0SI20ZHTGLEWOBR2A1PMU1O","Create a dialog on basketball for twenty sentences","Create a dialog on basketball for twenty sentences","dialog, dialogue, chat, basketball, sports","$0.50","Thu May 11 08:21:58 PDT 2017","9","BatchId:2799287;OriginalHitTemplateId:920937340;","7200","259200","Sat May 13 04:28:54 PDT 2017","","","3W92K5RLWVBIW79AN18QF7J7MIKV50","A2C84POENS2UNY","Approved","Thu May 11 08:23:17 PDT 2017","Thu May 11 09:34:14 PDT 2017","Sun May 14 09:34:14 PDT 2017","Sat May 13 04:41:45 PDT 2017","","","4257","100% (1/1)","100% (1/1)","100% (1/1)","0","Are you going to the game Friday night?","Wait, they lost Wilkins?  How did that happen?","{}","{}","{}","{}","{}","{}","{}","{}","{}","What game?","{}","The Cardinals game!  They're playing the Hawks.","I don't know, I was thinking about it but it kinda depends if Jimmy goes.","They're supposed to win this time.","Who's supposed to win?","The cardinals.","Oh...Have they been having a good season?","Well, not really.  Since they lost Wilkins it's been kinda downhill.","",""
"3Y3N5A7N4G3UMORRU97VEO31MI7YMS","32KI9HN0SI20ZHTGLEWOBR2A1PMU1O","Create a dialog on basketball for twenty sentences","Create a dialog on basketball for twenty sentences","dialog, dialogue, chat, basketball, sports","$0.50","Thu May 11 08:21:58 PDT 2017","9","BatchId:2799287;OriginalHitTemplateId:920937340;","7200","259200","Sat May 13 04:28:54 PDT 2017","","","3YGXWBAF71B41FZAIFUBKNP41JMC4Y","A250FES5PFCGK9","Approved","Thu May 11 12:41:58 PDT 2017","Thu May 11 12:49:30 PDT 2017","Sun May 14 12:49:30 PDT 2017","Thu May 11 13:10:30 PDT 2017","","","452","100% (13/13)","100% (13/13)","100% (13/13)","0","Who's watching the NBA Playoffs?","Maybe, maybe not. It could get interesting.","Do you think the Rockets can put up a fight if they play Golden State?","Harden is good, but c'mon. I'd be shocked if if Golden State didn't win it all.","I think the Rockets can beat them if things go right.","If you feel that way you should bet on Rockets. That'd be a nice return.","I'm not betting on the Rockets. I just think they can make it more interesting than people make it out to be.","If it's GS vs. Houston, how many games do you think Rockets win in that series?","I think they can win a home game at least. Maybe another one or two.","So overall how do you see the Finals shaping up?","Warriors vs. Cavs, Golden State in 6.","I am. Let's hurry up and get to the conference finals.","Agreed.","Who do you like?","Golden State will take it easily.","What about the East?","That's a little more up for grabs. Boston could give Cleveland a run.","You think the Celtics can beat the Cavs?","I think they can be competitive, you never know.","Lebron will smash them.","",""
"3W9XHF7WGKP3FESUZR7GRUJIIBUTKT","32KI9HN0SI20ZHTGLEWOBR2A1PMU1O","Create a dialog on basketball for twenty sentences","Create a dialog on basketball for twenty sentences","dialog, dialogue, chat, basketball, sports","$0.50","Thu May 11 08:21:58 PDT 2017","9","BatchId:2799287;OriginalHitTemplateId:920937340;","7200","259200","Sat May 13 04:28:55 PDT 2017","","","352YTHGROW7VINAQ478CVEMKE8SH47","A1HWI4N1RJGKYY","Approved","Thu May 11 08:55:03 PDT 2017","Thu May 11 09:33:36 PDT 2017","Sun May 14 09:33:36 PDT 2017","Thu May 11 09:37:28 PDT 2017","","","2313","100% (44/44)","100% (44/44)","100% (44/44)","0","Hi.","Does John Wall play there?","Yeah that's right.","How are they doing?","They're in the playoffs, but down to the Celtics.","What is it at?","3-2.","Oh I see.","Yeah I hope they can come back though.","That will be tough.","Good talking to you.","Hello.","You too.","You doing okay today?","Yep, you?","Doing good. You a basketball fan at all?","Yep, I like it quite a bit.","Any team you like?","I like the Hawks.","Cool, I like the Wizards.","",""
"3W9XHF7WGKP3FESUZR7GRUJIIBUTKT","32KI9HN0SI20ZHTGLEWOBR2A1PMU1O","Create a dialog on basketball for twenty sentences","Create a dialog on basketball for twenty sentences","dialog, dialogue, chat, basketball, sports","$0.50","Thu May 11 08:21:58 PDT 2017","9","BatchId:2799287;OriginalHitTemplateId:920937340;","7200","259200","Sat May 13 04:28:55 PDT 2017","","","37KGEN7NJ4K9KXUXL4857LZ7S2VPPP","A2JWAD9JQNA5ON","Approved","Thu May 11 21:45:31 PDT 2017","Thu May 11 21:51:31 PDT 2017","Sun May 14 21:51:31 PDT 2017","Fri May 12 00:50:04 PDT 2017","","","360","100% (1/1)","100% (1/1)","100% (1/1)","0","Did you see the Rockets get completely destroyed by the Spurs?","True. The Spurs are just a top tier orginization.","Ha! You should've bet on them then!","Can you not?","Who do you have tomorrow? Washington or Boston?","I don't even know. I guess Washington since the home team has won every game so far.","The Wizards players are just bad on the road. Especially Beal. But they thrive at home.","I can't believe he airballed that wide open shot to win the game in game 2.","Too much pressure. He's got it in him but that was a new situation for him. He'll learn.","I just hope it isn't another blowout. The whole play-offs has been filled with them.","You and me both. Hope it's a good, close, low scoring game.","Don't remind me. I had money on Houston.","Low scoring game in today's NBA? Yeah, right.","Ouch. Hope you didn't lose too much.","The Spurs didn't even have Kawhi or Parker. How could this happen?","Harden was getting shut down by Simmons. He looked lost out there.","And Murray. Where did that guy come from?","You know Pop's system. They put anyone in there and it just works.","But even a late first rounder?","Even Kawhi was a mid first rounder.","",""
"3W9XHF7WGKP3FESUZR7GRUJIIBUTKT","32KI9HN0SI20ZHTGLEWOBR2A1PMU1O","Create a dialog on basketball for twenty sentences","Create a dialog on basketball for twenty sentences","dialog, dialogue, chat, basketball, sports","$0.50","Thu May 11 08:21:58 PDT 2017","9","BatchId:2799287;OriginalHitTemplateId:920937340;","7200","259200","Sat May 13 04:28:55 PDT 2017","","","3G5W44VEU8C2WT4I5TDAHVZGX7HGK2","A2GSIQYXC3SFMI","Approved","Fri May 12 16:11:41 PDT 2017","Fri May 12 16:14:41 PDT 2017","Mon May 15 16:14:41 PDT 2017","Sat May 13 07:04:33 PDT 2017","","","180","100% (4/4)","100% (4/4)","100% (4/4)","0","Did you see the Celtics and the Wizards game?","{}","{}","{}","{}","{}","{}","{}","{}","{}","{}","Yeah man.","{}","The Celtics totally ruled them.","{}","{}","{}","{}","{}","{}","",""
"3W9XHF7WGKP3FESUZR7GRUJIIBUTKT","32KI9HN0SI20ZHTGLEWOBR2A1PMU1O","Create a dialog on basketball for twenty sentences","Create a dialog on basketball for twenty sentences","dialog, dialogue, chat, basketball, sports","$0.50","Thu May 11 08:21:58 PDT 2017","9","BatchId:2799287;OriginalHitTemplateId:920937340;","7200","259200","Sat May 13 04:28:55 PDT 2017","","","3KB8R4ZV1F113Q0OZG0HISGQADCBGH","AO33H4GL9KZX9","Approved","Fri May 12 16:43:48 PDT 2017","Fri May 12 17:05:29 PDT 2017","Mon May 15 17:05:29 PDT 2017","Sat May 13 02:28:29 PDT 2017","","","1301","100% (2/2)","100% (2/2)","100% (2/2)","0","So what do you think is the most ridiculous shot made that didn't count?","Um, The one where Curry felt down on the ground and toss the ball up and it still went in.","Oh yeah. that was in the game against Houston. That was funny.","Yep. Total luck though.","Remember Belinelli's shot?","The one where he bounces it off backside of Morris.","Yeah.","That was sneaky. That shouldn't have counted.","Isaiah Thomas' hook shot from outside the court behind the backboard.","HAHA. that was messed up.","There was this one where this guy throws it too high and it bounces off the goal support bar on top but it still goes in.","Um... I don't know, There are a few.","i haven't seen that.","What's your favorite? C'mon we all have it.","Ok,. Alright. there was this one, this dude throws it off his 3 point line clear across the court. and it makes it in.","Curry.","Yeah, yeah, Curry.","That didn't count and should've.","That was a ridiculous shot though.","What's another one?","",""
