"HITId","HITTypeId","Title","Description","Keywords","Reward","CreationTime","MaxAssignments","RequesterAnnotation","AssignmentDurationInSeconds","AutoApprovalDelayInSeconds","Expiration","NumberOfSimilarHITs","LifetimeInSeconds","AssignmentId","WorkerId","AssignmentStatus","AcceptTime","SubmitTime","AutoApprovalTime","ApprovalTime","RejectionTime","RequesterFeedback","WorkTimeInSeconds","LifetimeApprovalRate","Last30DaysApprovalRate","Last7DaysApprovalRate","Input.filler","Answer.sentence1","Answer.sentence10","Answer.sentence2","Answer.sentence3","Answer.sentence4","Answer.sentence5","Answer.sentence6","Answer.sentence7","Answer.sentence8","Answer.sentence9","Approve","Reject"
"3G9UA71JVVOL6WP54343LJRNFHU7J8","3NB4XF0P1W345COIV441PNGWG4EL29","Create a dialog on Fast & Furious movies for ten sentences","Create a dialog on Fast & Furious movies for ten sentences","dialog, chat, movies, film, series, entertainment, arts, conversation, writing, fast & furious, fast and furious, creative, science fiction","$0.40","Mon Jun 19 10:43:52 PDT 2017","9","BatchId:2840986;OriginalHitTemplateId:920937340;","7200","259200","Mon Jun 26 10:43:52 PDT 2017","","","3E1QT0TDFQ3WXJ8CMSGAC235KIPI8M","A2Y23D9C3JIWGB","Approved","Fri Jun 23 02:13:17 PDT 2017","Fri Jun 23 02:16:27 PDT 2017","Mon Jun 26 02:16:27 PDT 2017","2017-06-26 09:17:08 UTC","","","190","100% (98/98)","100% (86/86)","100% (65/65)","0","What was your favorite 'Fast & Furious' movie?","You have a point.  After Tokyo Drift, that street racing element started to get placed in the background.","That's a tough question to answer.  I loved Five, but Seven was so emotional.","Yea, that last scene was such a touching goodbye to Paul Walker and his character.","I'd say it's a tie between those two.  How about you?","I actually really loved the first two.","You mean when it used to be about street racing?","Exactly.  That was always the main appeal for me.","They still have racing.","They do, but the racing is portrayed almost like an afterthought.","x",""
"3G9UA71JVVOL6WP54343LJRNFHU7J8","3NB4XF0P1W345COIV441PNGWG4EL29","Create a dialog on Fast & Furious movies for ten sentences","Create a dialog on Fast & Furious movies for ten sentences","dialog, chat, movies, film, series, entertainment, arts, conversation, writing, fast & furious, fast and furious, creative, science fiction","$0.40","Mon Jun 19 10:43:52 PDT 2017","9","BatchId:2840986;OriginalHitTemplateId:920937340;","7200","259200","Mon Jun 26 10:43:52 PDT 2017","","","3E337GFOLA234ZPL265Q9NGKU5AGN4","APF1EAZT104LQ","Submitted","Sun Jun 25 19:07:42 PDT 2017","Sun Jun 25 19:17:25 PDT 2017","Wed Jun 28 19:17:25 PDT 2017","","","","583","100% (377/377)","100% (370/370)","100% (328/328)","0","Did you like the love theme in the first Fast and the Furious?","I agree. It is awesome and one of the best car movies ever.","Yes. It added a lot of depth","I was heartbroken when they went their seperate ways.","Yes. But, they came back together in the end.","I liked the tension between Paul Walker and Vin Diesel.","That was definitely the main conflict in the film.","The acting was really good.","Yes. Each actor brought their all to the movie.","I think this is the best car movie ever.","x",""
"3G9UA71JVVOL6WP54343LJRNFHU7J8","3NB4XF0P1W345COIV441PNGWG4EL29","Create a dialog on Fast & Furious movies for ten sentences","Create a dialog on Fast & Furious movies for ten sentences","dialog, chat, movies, film, series, entertainment, arts, conversation, writing, fast & furious, fast and furious, creative, science fiction","$0.40","Mon Jun 19 10:43:52 PDT 2017","9","BatchId:2840986;OriginalHitTemplateId:920937340;","7200","259200","Mon Jun 26 10:43:52 PDT 2017","","","3F1567XTNXZ9SMF54SRXL0P2UK6Q9B","A1WBGYZ6Y8NJ9","Approved","Mon Jun 19 12:01:31 PDT 2017","Mon Jun 19 12:14:39 PDT 2017","Thu Jun 22 12:14:39 PDT 2017","Thu Jun 22 00:23:48 PDT 2017","","","788","100% (536/536)","100% (493/493)","100% (438/438)","0","What is your favorite movie about cars?","The rest do not do it for me","Eh their is not to many of them","I like fast and furious","I only like one of them","Which one do you like","The one that is a spinoff i think","What one is that man","I like tokyo drift","That one was pretty lit i mus say","x",""
"3G9UA71JVVOL6WP54343LJRNFHU7J8","3NB4XF0P1W345COIV441PNGWG4EL29","Create a dialog on Fast & Furious movies for ten sentences","Create a dialog on Fast & Furious movies for ten sentences","dialog, chat, movies, film, series, entertainment, arts, conversation, writing, fast & furious, fast and furious, creative, science fiction","$0.40","Mon Jun 19 10:43:52 PDT 2017","9","BatchId:2840986;OriginalHitTemplateId:920937340;","7200","259200","Mon Jun 26 10:43:52 PDT 2017","","","3K2755HG5TXO4N2D2SL5VX4EFH0FD4","A2ECRNQ3X5LEXD","Approved","Fri Jun 23 07:29:22 PDT 2017","Fri Jun 23 07:39:17 PDT 2017","Mon Jun 26 07:39:17 PDT 2017","2017-06-26 14:40:08 UTC","","","595","100% (238/238)","100% (205/205)","100% (171/171)","0","Let us talk about the Fast and the Furious.","It was great talking to you!","Okay!","Which is your favorite one out of all of them?","I like number 6.","Really?","Yeah I think it was very interesting.","I was not on the edge of my seat for that one.","Well that is you though.","Very true.","x",""
"3G9UA71JVVOL6WP54343LJRNFHU7J8","3NB4XF0P1W345COIV441PNGWG4EL29","Create a dialog on Fast & Furious movies for ten sentences","Create a dialog on Fast & Furious movies for ten sentences","dialog, chat, movies, film, series, entertainment, arts, conversation, writing, fast & furious, fast and furious, creative, science fiction","$0.40","Mon Jun 19 10:43:52 PDT 2017","9","BatchId:2840986;OriginalHitTemplateId:920937340;","7200","259200","Mon Jun 26 10:43:52 PDT 2017","","","3KOPY89HM9W6RXMCST6EXMAUGXZ3JB","A2SSC9PR4KPNPQ","Approved","Mon Jun 19 11:00:07 PDT 2017","Mon Jun 19 11:02:45 PDT 2017","Thu Jun 22 11:02:45 PDT 2017","Thu Jun 22 00:23:48 PDT 2017","","","158","100% (50/50)","100% (50/50)","100% (48/48)","0","How did you like fast and furious 1?","I like Vin diesels car in the 1st movie the best","I liked it a lot.","Yea, I feel its the best of the franchise","The newer movies have too much action.","The newer ones have a very different feel to the first few films.","Yea, but the actors pull it off very well.","I do miss Paul Walker.","He was a very good reason for why the franchise worked.","The cars really make the movies excitiing.","x",""
"3G9UA71JVVOL6WP54343LJRNFHU7J8","3NB4XF0P1W345COIV441PNGWG4EL29","Create a dialog on Fast & Furious movies for ten sentences","Create a dialog on Fast & Furious movies for ten sentences","dialog, chat, movies, film, series, entertainment, arts, conversation, writing, fast & furious, fast and furious, creative, science fiction","$0.40","Mon Jun 19 10:43:52 PDT 2017","9","BatchId:2840986;OriginalHitTemplateId:920937340;","7200","259200","Mon Jun 26 10:43:52 PDT 2017","","","3Z7VU45IPZB0H9D1NBVHXNJN2SLZ1M","A1S6YAZV5N55X8","Approved","Sat Jun 24 20:20:49 PDT 2017","Sat Jun 24 20:25:57 PDT 2017","Tue Jun 27 20:25:57 PDT 2017","2017-06-28 03:26:08 UTC","","","308","100% (4/4)","100% (4/4)","100% (4/4)","0","Who's your favorite Fast and Furious character?","But they already did.  In the last one he retired with the girl and his kid, that was the send.","Hobbs, without a doubt.","Hobbs is played by Ludacris?","No, Agent Hobbs, played by the Rock.  Who is your favorite?","Either Han or his girlfriend.","Yeah, she died to save him.","I cried so hard when both of them died.  I didn't know why they had to kill them off.","I can't wait to watch the new one","I wonder how they're going to deal with the Paul Walker situation.","x",""
"3DZKABX2ZIZ098KVC9QX4TUVBFSCVR","3NB4XF0P1W345COIV441PNGWG4EL29","Create a dialog on Fast & Furious movies for ten sentences","Create a dialog on Fast & Furious movies for ten sentences","dialog, chat, movies, film, series, entertainment, arts, conversation, writing, fast & furious, fast and furious, creative, science fiction","$0.40","Mon Jun 19 10:43:52 PDT 2017","9","BatchId:2840986;OriginalHitTemplateId:920937340;","7200","259200","Mon Jun 26 10:43:52 PDT 2017","","","3C6FJU71TRNGLGUUTD3IUIFI6H1YUN","A22JBMOHQKHTSS","Approved","Tue Jun 20 07:25:40 PDT 2017","Tue Jun 20 07:27:57 PDT 2017","Fri Jun 23 07:27:57 PDT 2017","Thu Jun 22 00:23:47 PDT 2017","","","137","100% (71/71)","100% (70/70)","100% (70/70)","0","You've seen 2 Fast 2 Furious right?","Yes it was.","Yes I have it was one of my favorites.","Do you remember the scene with the yacht?","I don't recall that one.","Oh man, that was an awesome scene especially where the Yacht is escaping and Brian jumped the car onto the Yacht.","That's right, that scene was absolutely epic.","Wasn't Roman with him in the car?","I believe so.","I just remember someone screaming and that must have been Roman.","x",""
"3DZKABX2ZIZ098KVC9QX4TUVBFSCVR","3NB4XF0P1W345COIV441PNGWG4EL29","Create a dialog on Fast & Furious movies for ten sentences","Create a dialog on Fast & Furious movies for ten sentences","dialog, chat, movies, film, series, entertainment, arts, conversation, writing, fast & furious, fast and furious, creative, science fiction","$0.40","Mon Jun 19 10:43:52 PDT 2017","9","BatchId:2840986;OriginalHitTemplateId:920937340;","7200","259200","Mon Jun 26 10:43:52 PDT 2017","","","3EA3QWIZ4JPFV300PQR53YZSYZUTIE","A1CF6U3GF7DZEJ","Submitted","Sun Jun 25 06:47:51 PDT 2017","Sun Jun 25 06:53:38 PDT 2017","Wed Jun 28 06:53:38 PDT 2017","","","","347","100% (137/137)","100% (127/127)","100% (116/116)","0","I saw Furious 7 last night.","Nice.  I read the movie had  tribute to Walker.","I hear they got a new director.","James Wan, replacing Justin Lin.","Didn't Walker die before finishing the movie?","Yes.  They used his younger brothers as stand ins to finish.","Crazy.  What's the plot?","The bad guy from 6 (Shaw) has a brother who vows vengeance on the gang.","Is Dwayne Johnson in this?","Yes.  He had a schedule conflict with Hercules but got it straightened out.","x",""
"3DZKABX2ZIZ098KVC9QX4TUVBFSCVR","3NB4XF0P1W345COIV441PNGWG4EL29","Create a dialog on Fast & Furious movies for ten sentences","Create a dialog on Fast & Furious movies for ten sentences","dialog, chat, movies, film, series, entertainment, arts, conversation, writing, fast & furious, fast and furious, creative, science fiction","$0.40","Mon Jun 19 10:43:52 PDT 2017","9","BatchId:2840986;OriginalHitTemplateId:920937340;","7200","259200","Mon Jun 26 10:43:52 PDT 2017","","","3FTYUGLFSVFW2Q9OWG8W9LD1PCR5DT","AT7THGIGM9XN5","Approved","Tue Jun 20 01:49:50 PDT 2017","Tue Jun 20 01:56:13 PDT 2017","Fri Jun 23 01:56:13 PDT 2017","Thu Jun 22 00:23:47 PDT 2017","","","383","100% (1/1)","100% (1/1)","100% (1/1)","0","I think Fast and Furious: Tokyo Drift was a horrid movie.","I really should watch the first one again it's been so long!","Really? I thought the movie was pretty good. Why didn't you like it?","The acting was pathetic and it just really didn't fit in with the other two. I mean come on Paul and Vin were nowhere in it and their interation made the ones before.","Well, I guess you have a point, but I thought the change of scenery was pretty cool and the cultural shift intrigued me.","The change in scenery doesn't excuse that kids horrible accent and just all around bad acting skills.","Well, which one did you like the most?","I really think the original Fast and Furious was the best out of all of them. You got the whole feeling of Paul Walker and his loyalty first to the police and then to Vin","Oh ya! Isn't that when the term Busta came into play? During that movie?","Yes! It Did! When they were at the party Dom was like Busta id the only one that kept me outta cuffs! That was great!","x",""
"3DZKABX2ZIZ098KVC9QX4TUVBFSCVR","3NB4XF0P1W345COIV441PNGWG4EL29","Create a dialog on Fast & Furious movies for ten sentences","Create a dialog on Fast & Furious movies for ten sentences","dialog, chat, movies, film, series, entertainment, arts, conversation, writing, fast & furious, fast and furious, creative, science fiction","$0.40","Mon Jun 19 10:43:52 PDT 2017","9","BatchId:2840986;OriginalHitTemplateId:920937340;","7200","259200","Mon Jun 26 10:43:52 PDT 2017","","","3IKZ72A5B5AXQZTQRMZ8R2G8S91FNW","A3RYTY3QHRXNIY","Approved","Mon Jun 19 20:27:35 PDT 2017","Mon Jun 19 20:30:36 PDT 2017","Thu Jun 22 20:30:36 PDT 2017","2017-06-22 07:23:47 UTC","","","181","100% (556/556)","100% (490/490)","100% (415/415)","0","I want to see the fate pf the furious so bad","Maybe","I kind of want to see it","Ive been waiting for it to come out","I wonder what it will be like eithout paul walker","Im thinking its going to be sad","Thats what i was thinking","But i still want to see it","I will probably watch it out of curiousity","You will probably like it","x",""
"3DZKABX2ZIZ098KVC9QX4TUVBFSCVR","3NB4XF0P1W345COIV441PNGWG4EL29","Create a dialog on Fast & Furious movies for ten sentences","Create a dialog on Fast & Furious movies for ten sentences","dialog, chat, movies, film, series, entertainment, arts, conversation, writing, fast & furious, fast and furious, creative, science fiction","$0.40","Mon Jun 19 10:43:52 PDT 2017","9","BatchId:2840986;OriginalHitTemplateId:920937340;","7200","259200","Mon Jun 26 10:43:52 PDT 2017","","","3K9FOBBF2IDJQR3MDX26MFLSP6SNLG","AR1DW7M787JN5","Approved","Tue Jun 20 00:29:30 PDT 2017","Tue Jun 20 00:49:36 PDT 2017","Fri Jun 23 00:49:36 PDT 2017","2017-06-22 07:23:47 UTC","","","1206","100% (54/54)","100% (51/51)","100% (48/48)","0","How well do you think The Rock fits into the Fast & Furious movies?","The look on Jason's face was priceless; of course, The Rocks face was just as good.","He is the only person I can see playing Hobbs in those movies.","He does bring a certain level of awesome to the film.","Totally, he's strong enough to be menacing but still able to make the jokes seem realistic.","He usually does play big goofy guys that still ends up kicking your teeth in.","What was your favorite Hobbs moment, any film?","It would have to be when he was in prison with Statham.","When Jason was saying how easy it would be on to beat up The Rock?","Yeah, then Hobbs just ribs the bench out of the wall and starts lifting it like weights.","x",""
"3DZKABX2ZIZ098KVC9QX4TUVBFSCVR","3NB4XF0P1W345COIV441PNGWG4EL29","Create a dialog on Fast & Furious movies for ten sentences","Create a dialog on Fast & Furious movies for ten sentences","dialog, chat, movies, film, series, entertainment, arts, conversation, writing, fast & furious, fast and furious, creative, science fiction","$0.40","Mon Jun 19 10:43:52 PDT 2017","9","BatchId:2840986;OriginalHitTemplateId:920937340;","7200","259200","Mon Jun 26 10:43:52 PDT 2017","","","3TXD01ZLD5B0N9GA46FBETBBBIX4U7","A3ITV0OTH4FS9S","Approved","Tue Jun 20 23:21:49 PDT 2017","Tue Jun 20 23:28:59 PDT 2017","Fri Jun 23 23:28:59 PDT 2017","Thu Jun 22 00:23:47 PDT 2017","","","430","100% (6/6)","100% (6/6)","100% (6/6)","0","I love the Fast and Furious movies.","I'll remember that, but don't get your hopes up.","Why? It's mindless garbage.","I think it's fun and enjoy the action.","I think it's made for idiots. I don't get the appeal.","It's supposed to be ridiculous. It's over the top and the corny dialogue makes it even better.","The only reason I'd watch it is because Ludacris is in it.","Yeah, he's great in all of them. I think they're all worth watching besides Tokyo Drift.","Maybe one day if I catch one of the movies on TV...","I highly recommend 2 Fast 2 Furious. That's the funniest one by far.","x",""
"3DZKABX2ZIZ098KVC9QX4TUVBFSCVR","3NB4XF0P1W345COIV441PNGWG4EL29","Create a dialog on Fast & Furious movies for ten sentences","Create a dialog on Fast & Furious movies for ten sentences","dialog, chat, movies, film, series, entertainment, arts, conversation, writing, fast & furious, fast and furious, creative, science fiction","$0.40","Mon Jun 19 10:43:52 PDT 2017","9","BatchId:2840986;OriginalHitTemplateId:920937340;","7200","259200","Mon Jun 26 10:43:52 PDT 2017","","","3WOKGM4L72AOBGECPJG03KT9CF40OB","A39KHMYFO61LKN","Approved","Mon Jun 19 12:25:34 PDT 2017","Mon Jun 19 12:44:45 PDT 2017","Thu Jun 22 12:44:45 PDT 2017","Thu Jun 22 00:23:47 PDT 2017","","","1151","100% (12/12)","100% (8/8)","100% (7/7)","0","How was the Fate of the Furious?","His fight scene with Vin Diesel was epic.","It was good. The submarine scene was crazy.","Which sequel did Gal Gadot's character die again?","It was in Fast and Furious 6. Pretty sad.","Roman Pearce has to be the funniest character in the Fast & Furious Franchise.","His best scenes were with Paul Walker's character.","What is the best car chase in the fast & furious films?","It has to be the tank chase in Fast & Furious 6.","Dwayne Johnson stole the movie in Fast Five.","x",""
