"HITId","HITTypeId","Title","Description","Keywords","Reward","CreationTime","MaxAssignments","RequesterAnnotation","AssignmentDurationInSeconds","AutoApprovalDelayInSeconds","Expiration","NumberOfSimilarHITs","LifetimeInSeconds","AssignmentId","WorkerId","AssignmentStatus","AcceptTime","SubmitTime","AutoApprovalTime","ApprovalTime","RejectionTime","RequesterFeedback","WorkTimeInSeconds","LifetimeApprovalRate","Last30DaysApprovalRate","Last7DaysApprovalRate","Input.filler","Answer.sentence1","Answer.sentence10","Answer.sentence2","Answer.sentence3","Answer.sentence4","Answer.sentence5","Answer.sentence6","Answer.sentence7","Answer.sentence8","Answer.sentence9","Approve","Reject"
"308KJXFUJR0X31J8N0URXGGMESOAT6","3HD129RETDWWP50YCEHNTJVXANN46I","Create a dialog on rock music for ten sentences","Create a dialog on rock music for ten sentences","dialog, chat, rock, entertainment, fun, arts, conversation, writing, music, creative","$0.40","Tue Jun 20 10:05:01 PDT 2017","9","BatchId:2842578;OriginalHitTemplateId:920937340;","7200","259200","Tue Jun 27 10:05:01 PDT 2017","","","35DR22AR5EE7MHR19XLFOVI9S8BX3H","A2GIYD0TEI3V62","Approved","Thu Jun 22 07:52:28 PDT 2017","Thu Jun 22 09:45:56 PDT 2017","Sun Jun 25 09:45:56 PDT 2017","Fri Jun 23 01:53:40 PDT 2017","","","6808","100% (44/44)","100% (44/44)","100% (44/44)","0","Why do you like rock?","It hits close to home as an american citizen. Green Day really wrote some great lyrics in regard to that","It's a great release of energy","what do you mean","the shouting and the lyrics have so much energy that it makes me feel good","What bands give you that good feeling","Mostly Green day","Yeah their lyrics are pretty powerful","Yeah, especially American Idiot","Why that song?","x",""
"308KJXFUJR0X31J8N0URXGGMESOAT6","3HD129RETDWWP50YCEHNTJVXANN46I","Create a dialog on rock music for ten sentences","Create a dialog on rock music for ten sentences","dialog, chat, rock, entertainment, fun, arts, conversation, writing, music, creative","$0.40","Tue Jun 20 10:05:01 PDT 2017","9","BatchId:2842578;OriginalHitTemplateId:920937340;","7200","259200","Tue Jun 27 10:05:01 PDT 2017","","","37QW5D2ZRHGLRXB8R4AOG49SS7V8SP","AIC8CB12DQC0K","Approved","Wed Jun 21 09:48:33 PDT 2017","Wed Jun 21 11:02:25 PDT 2017","Sat Jun 24 11:02:25 PDT 2017","Fri Jun 23 01:53:40 PDT 2017","","","4432","100% (10/10)","100% (9/9)","100% (9/9)","0","I've been listening to Led Zeppelin all week, such great stuff!","Yes, part of that video is a concert and part of it is an acting/story dramatic thing, must be one of the first music videos ever!","Yep, absolutely and it seems to never get old!  What songs have you been rocking out to?","Trampled Under Foot and In My Time Of Dying, both off the Physical Graffiti album.","I love that album!  Down By The Seaside reminds me of spending time with my family in Scotland.","Jimmy Page's guitar work is incredible.  He can be hard and rock out yet softly strum in the same song!","That makes me think of his work on The Rain Song.","What a beautiful song, have you ever seen the video that goes with it?","Yes, Robert Plant is riding a horse and he's like a hero going to rescue the damsel in distress.","That is from the Song Remains The Same video, isn't it?","x",""
"308KJXFUJR0X31J8N0URXGGMESOAT6","3HD129RETDWWP50YCEHNTJVXANN46I","Create a dialog on rock music for ten sentences","Create a dialog on rock music for ten sentences","dialog, chat, rock, entertainment, fun, arts, conversation, writing, music, creative","$0.40","Tue Jun 20 10:05:01 PDT 2017","9","BatchId:2842578;OriginalHitTemplateId:920937340;","7200","259200","Tue Jun 27 10:05:01 PDT 2017","","","39KFRKBFIOPL8BAXXRR9VCNTP6POYZ","A37JENVKZQ56U6","Approved","Thu Jun 22 23:49:57 PDT 2017","Thu Jun 22 23:52:14 PDT 2017","Sun Jun 25 23:52:14 PDT 2017","Fri Jun 23 01:53:41 PDT 2017","","","137","100% (18/18)","100% (18/18)","100% (18/18)","0","Have you heard the new Radiohead?","No, now Muse sounds like Queen!","I have seen videos for some of the songs.","Oh, what videos?","I just watched Man of War about an hour ago.","Well, was it any good?","The song and the video were really cool.","I think their sound is a lot more mellow than it used to be.","Yeah, there is a kind of dreamy ambience of you compare Daydreaming to Paranoid Android.","At least no one is saying Muse sounds like them anymore.","x",""
"308KJXFUJR0X31J8N0URXGGMESOAT6","3HD129RETDWWP50YCEHNTJVXANN46I","Create a dialog on rock music for ten sentences","Create a dialog on rock music for ten sentences","dialog, chat, rock, entertainment, fun, arts, conversation, writing, music, creative","$0.40","Tue Jun 20 10:05:01 PDT 2017","9","BatchId:2842578;OriginalHitTemplateId:920937340;","7200","259200","Tue Jun 27 10:05:01 PDT 2017","","","3D3VGR7TA19NPL5P0YFNZDWLQIKR3Q","A1ZCW9H86VFIBE","Approved","Tue Jun 20 16:36:02 PDT 2017","Tue Jun 20 16:38:03 PDT 2017","Fri Jun 23 16:38:03 PDT 2017","Fri Jun 23 01:53:41 PDT 2017","","","121","100% (114/114)","100% (114/114)","100% (84/84)","0","Do you know many bands from Seattle?","Black Hole Sun is my favorite Soundgarden song. You should check it out.","Quite a few actually. What kind of music are you interested in?","Rock music! I love vintage rock music.","In that case, you would probably love bands like Nirvana, Soundgarden, and Pearl Jam.","All of those bands are from Seattle?","They sure are. They were part of the grunge scene.","That's amazing. And they all rose to fame around the same time?","Correct. All of these bands had a lot of success and radio play.","I know Nirvana well, but I'll have to learn more and listen to Soundgarden and Pearl Jam.","x",""
"308KJXFUJR0X31J8N0URXGGMESOAT6","3HD129RETDWWP50YCEHNTJVXANN46I","Create a dialog on rock music for ten sentences","Create a dialog on rock music for ten sentences","dialog, chat, rock, entertainment, fun, arts, conversation, writing, music, creative","$0.40","Tue Jun 20 10:05:01 PDT 2017","9","BatchId:2842578;OriginalHitTemplateId:920937340;","7200","259200","Tue Jun 27 10:05:01 PDT 2017","","","3M1CVSFP61ZNX5PAWY5XHV0M073QAF","A1WML1ZP2ISAR7","Approved","Wed Jun 21 08:40:14 PDT 2017","Wed Jun 21 08:46:17 PDT 2017","Sat Jun 24 08:46:17 PDT 2017","Fri Jun 23 01:53:41 PDT 2017","","","363","100% (42/42)","100% (42/42)","100% (42/42)","0","There sure were a lot of great bands in the seventies.","Yes, but it is a shame that Bowie passed away so young. He had so much talent.","There sure were. That was my favorite decade of music.","Mine too. Queen, Yes, David Bowie were all hitting the scene and people are still listening to them today.","That is why they are the classics. Neil Young was one of my favorites.","He is great. There are so many great bands from that era.","Yes, how about the Allman Brothers and Led Zeppelin. I never saw Led Zeppelin, but I did see the Allman Brothers.","Wow. I never saw them. I did see David Bowie and Elton John. Now they both could put on quite a show.","Their music is amazing.","They truly are a couple of the greatest songwriters of our generation.","x",""
"308KJXFUJR0X31J8N0URXGGMESOAT6","3HD129RETDWWP50YCEHNTJVXANN46I","Create a dialog on rock music for ten sentences","Create a dialog on rock music for ten sentences","dialog, chat, rock, entertainment, fun, arts, conversation, writing, music, creative","$0.40","Tue Jun 20 10:05:01 PDT 2017","9","BatchId:2842578;OriginalHitTemplateId:920937340;","7200","259200","Tue Jun 27 10:05:01 PDT 2017","","","3PZDLQMM0UFUY1KNE1BNR8S7K3H2CK","AKM6CK7MY7LOE","Approved","Tue Jun 20 16:11:35 PDT 2017","Tue Jun 20 16:16:46 PDT 2017","Fri Jun 23 16:16:46 PDT 2017","Fri Jun 23 01:53:41 PDT 2017","","","311","100% (138/138)","100% (109/109)","100% (71/71)","0","Did you listen to Rush when you were younger?","I never had any albums to hear other songs.","No. Never really liked them..","Me either. They did have a couple good songs.","Like what?","Tom Sawyer was good.","Yeah, that was.","There was also Force Ten.","I don't know that song.","Wasn't played much on radio.","x",""
"308KJXFUJR0X31J8N0URXGGMESOAT6","3HD129RETDWWP50YCEHNTJVXANN46I","Create a dialog on rock music for ten sentences","Create a dialog on rock music for ten sentences","dialog, chat, rock, entertainment, fun, arts, conversation, writing, music, creative","$0.40","Tue Jun 20 10:05:01 PDT 2017","9","BatchId:2842578;OriginalHitTemplateId:920937340;","7200","259200","Tue Jun 27 10:05:01 PDT 2017","","","3YOH7BII0A1LEQUDUOCWHW2QMAOKVS","APF1EAZT104LQ","Approved","Tue Jun 20 19:08:12 PDT 2017","Tue Jun 20 19:11:45 PDT 2017","Fri Jun 23 19:11:45 PDT 2017","Fri Jun 23 01:53:41 PDT 2017","","","213","100% (197/197)","100% (190/190)","100% (182/182)","0","What is the first band you liked?","Yes and it has a great rock feel to it too.","Nirvana","Who is your favorite band now?","I love Elton John","Cool, is he a rock artist?","Yes, he does a lot of rock songs.","What song do you like of his?","Something About the Way You Look Tonight","Is that a romantic song?","x",""
"308KJXFUJR0X31J8N0URXGGMESOAT6","3HD129RETDWWP50YCEHNTJVXANN46I","Create a dialog on rock music for ten sentences","Create a dialog on rock music for ten sentences","dialog, chat, rock, entertainment, fun, arts, conversation, writing, music, creative","$0.40","Tue Jun 20 10:05:01 PDT 2017","9","BatchId:2842578;OriginalHitTemplateId:920937340;","7200","259200","Tue Jun 27 10:05:01 PDT 2017","","","3ZWFC4W1UV1I5XLIKTGP0MLIT9VFRV","A2Y04MS81W9GHR","Approved","Tue Jun 20 19:50:11 PDT 2017","Tue Jun 20 19:56:07 PDT 2017","Fri Jun 23 19:56:07 PDT 2017","Fri Jun 23 01:53:41 PDT 2017","","","356","100% (6/6)","100% (6/6)","100% (6/6)","0","If you could pick one rock band to listen to, who would you pick?","Amazing how he plays with those pedals.  You can't even tell from listening that anything is different.","I'm a huge eighties fan.  I particularly like Def Leppard.","Yes.  They are pretty good.  I like the power of their sound.","I know, and they've been around forever.  I think over 30 years.","What's your favorite song of theirs.","I've always liked ""Photograph"".","I know.  It was one of their first songs and probably one of their best songs.","They have been through so much, it's amazing they are still going relatively strong.","Yes.  A lot of rock bands lose members to death and just quitting, but not many can say their drummer lost his arm.","x",""
"31J7RYECZLKDQ0Y3I8Z70OD2GLWL1Q","3HD129RETDWWP50YCEHNTJVXANN46I","Create a dialog on rock music for ten sentences","Create a dialog on rock music for ten sentences","dialog, chat, rock, entertainment, fun, arts, conversation, writing, music, creative","$0.40","Tue Jun 20 10:05:02 PDT 2017","9","BatchId:2842578;OriginalHitTemplateId:920937340;","7200","259200","Tue Jun 27 10:05:02 PDT 2017","","","37U1UTWH9WG9QIBVCFAJQU4W65H8R6","AKOX5C7VP718G","Approved","Wed Jun 21 10:45:28 PDT 2017","Wed Jun 21 10:49:22 PDT 2017","Sat Jun 24 10:49:22 PDT 2017","Fri Jun 23 01:53:41 PDT 2017","","","234","100% (22/22)","100% (19/19)","100% (19/19)","0","Did you hear Chris Cornell died?","Those were some great days for rock music.","Oh no really?","Yeah, apparently he performed a concert in Detroit and then was found dead in his hotel room.","That's a shame.  I loved both Soundgarden and Audioslave.","What were your favorite songs?","I loved Black Hole Sun by Soundgarden and I have to say I Am The Highway was my favorite Audioslave song.","Like a Stone was probably my favorite Audioslave song.","He basically helped pioneer the whole grunge rock thing in the 90s I feel like.","Definitely.  Him and Nirvana and Pearl Jam.","x",""
"31J7RYECZLKDQ0Y3I8Z70OD2GLWL1Q","3HD129RETDWWP50YCEHNTJVXANN46I","Create a dialog on rock music for ten sentences","Create a dialog on rock music for ten sentences","dialog, chat, rock, entertainment, fun, arts, conversation, writing, music, creative","$0.40","Tue Jun 20 10:05:02 PDT 2017","9","BatchId:2842578;OriginalHitTemplateId:920937340;","7200","259200","Tue Jun 27 10:05:02 PDT 2017","","","39N5ACM9HFHOSAEQ4FC8LVZSPVC9P9","A25TXFNND81Q0S","Approved","Wed Jun 21 19:47:42 PDT 2017","Wed Jun 21 19:51:02 PDT 2017","Sat Jun 24 19:51:02 PDT 2017","Fri Jun 23 01:53:41 PDT 2017","","","200","100% (7/7)","100% (7/7)","100% (7/7)","0","What is the best part of rock music to you?","Want to play a game of ""Name That Song?""","I would have to say the guitarists. They do stuff that no other genre can hope to match.","What do you mean?","People can usually tell what a particular song is by the guitar riff alone. No other genre can do that.","That's true. U2's ""New Year's Day"" is a good example of that.","I love that song, but I'm not so sure about their new work.","You're right. It's not as iconic as their earlier stuff.","It depends. I like ""Beautiful Day,"" but not ""Vertigo.""","I feel the same way.","x",""
"31J7RYECZLKDQ0Y3I8Z70OD2GLWL1Q","3HD129RETDWWP50YCEHNTJVXANN46I","Create a dialog on rock music for ten sentences","Create a dialog on rock music for ten sentences","dialog, chat, rock, entertainment, fun, arts, conversation, writing, music, creative","$0.40","Tue Jun 20 10:05:02 PDT 2017","9","BatchId:2842578;OriginalHitTemplateId:920937340;","7200","259200","Tue Jun 27 10:05:02 PDT 2017","","","3C5W7UE9CGK883ZBFFQUKURFRRQMX3","A1YBZWXXW358IF","Approved","Wed Jun 21 10:38:36 PDT 2017","Wed Jun 21 11:02:28 PDT 2017","Sat Jun 24 11:02:28 PDT 2017","Fri Jun 23 01:53:41 PDT 2017","","","1432","100% (62/62)","100% (62/62)","100% (62/62)","0","You like Led Zeppelin music?","My favorite Zeppelin song.","Love Zeppelin!! Great rock band.","To bad Robert plant won't tour with the band anymore.","I'm thinking he can't hit those notes anymore.","You could be right.","He said no to playing at Coachella with all the,old time rockers.","Yea,turned down millions I guess.","Would have been cool.","Would have been great hearing stairway to heaven again.","x",""
"31J7RYECZLKDQ0Y3I8Z70OD2GLWL1Q","3HD129RETDWWP50YCEHNTJVXANN46I","Create a dialog on rock music for ten sentences","Create a dialog on rock music for ten sentences","dialog, chat, rock, entertainment, fun, arts, conversation, writing, music, creative","$0.40","Tue Jun 20 10:05:02 PDT 2017","9","BatchId:2842578;OriginalHitTemplateId:920937340;","7200","259200","Tue Jun 27 10:05:02 PDT 2017","","","3E7TUJ2EGDGF3DB0Z6LDL1I3BBZ9DJ","A2SNX8GORIS8FN","Approved","Wed Jun 21 14:49:24 PDT 2017","Wed Jun 21 14:51:10 PDT 2017","Sat Jun 24 14:51:10 PDT 2017","Fri Jun 23 01:53:42 PDT 2017","","","106","100% (47/47)","100% (29/29)","100% (24/24)","0","Do you think Bruce Springsteen will put out a new album?","But I think in contrast and in recession to Wrecking Ball, it's almost perfect.","I think he will but I'm sure he's enjoying just touring and relaxing.","True, I just love hearing new stuff from him and seeing where his head is at.","Yeah, I wasn't a big fan of High Hopes though.","Agreed, though that was more of a collection of covers and random songs.","Wrecking Ball on the other hand though, wow what an amazing record.","Wrecking Ball is one of his best outputs ever, which is awesome considering how late it came in his career.","Truly a masterpiece, especially after the weaker Working On A Dream.","Yeah Working On A Dream was pretty soft and weak.","x",""
"31J7RYECZLKDQ0Y3I8Z70OD2GLWL1Q","3HD129RETDWWP50YCEHNTJVXANN46I","Create a dialog on rock music for ten sentences","Create a dialog on rock music for ten sentences","dialog, chat, rock, entertainment, fun, arts, conversation, writing, music, creative","$0.40","Tue Jun 20 10:05:02 PDT 2017","9","BatchId:2842578;OriginalHitTemplateId:920937340;","7200","259200","Tue Jun 27 10:05:02 PDT 2017","","","3JJVG1YBECR3NTB4IKHQEVP1MUC5BP","A1ZCW9H86VFIBE","Approved","Wed Jun 21 18:08:12 PDT 2017","Wed Jun 21 18:09:56 PDT 2017","Sat Jun 24 18:09:56 PDT 2017","Fri Jun 23 01:53:42 PDT 2017","","","104","100% (114/114)","100% (114/114)","100% (84/84)","0","Do you like The Hives?","That's a cool way for a band to dress. So sharp!","Is that a rock band?","Yes! They play garage rock music.","Are they from the United States?","No, they're actually from Sweden.","Cool! Do they ever play in the US?","They do! Their live show is amazing. They have so much energy and wear interesting outfits.","What kind of outfits do they wear?","Sometimes they wear tuxedos and look very sharp.","x",""
